Period,Passenger_type,Direction,Country,Orign,Destination,Count
201501,Overseas visitor,Arrival,Afghanistan,Afghanistan,New Zealand,16
201501,Overseas visitor,Arrival,Andorra,Andorra,New Zealand,16
201501,Overseas visitor,Arrival,Antarctica,Antarctica,New Zealand,32
201501,Overseas visitor,Arrival,Argentina,Argentina,New Zealand,560
201501,Overseas visitor,Arrival,Australia,Australia,New Zealand,119344
201501,Overseas visitor,Arrival,Austria,Austria,New Zealand,1104
201501,Overseas visitor,Arrival,Azerbaijan,Azerbaijan,New Zealand,16
201501,Overseas visitor,Arrival,Bahrain,Bahrain,New Zealand,32
201501,Overseas visitor,Arrival,Bangladesh,Bangladesh,New Zealand,32
201501,Overseas visitor,Arrival,Belarus,Belarus,New Zealand,32
201501,Overseas visitor,Arrival,Belgium,Belgium,New Zealand,768
201501,Overseas visitor,Arrival,Bermuda,Bermuda,New Zealand,16
201501,Overseas visitor,Arrival,Bolivia,Bolivia,New Zealand,16
201501,Overseas visitor,Arrival,Botswana,Botswana,New Zealand,16
201501,Overseas visitor,Arrival,Brazil,Brazil,New Zealand,1856
201501,Overseas visitor,Arrival,Brunei Darussalam,Brunei Darussalam,New Zealand,64
201501,Overseas visitor,Arrival,Bulgaria,Bulgaria,New Zealand,80
201501,Overseas visitor,Arrival,Cambodia,Cambodia,New Zealand,48
201501,Overseas visitor,Arrival,Canada,Canada,New Zealand,6496
201501,Overseas visitor,Arrival,Chile,Chile,New Zealand,624
201501,Overseas visitor,Arrival,China,China,New Zealand,25680
201501,Overseas visitor,Arrival,Colombia,Colombia,New Zealand,208
201501,Overseas visitor,Arrival,Cook Islands,Cook Islands,New Zealand,864
201501,Overseas visitor,Arrival,Costa Rica,Costa Rica,New Zealand,32
201501,Overseas visitor,Arrival,Croatia,Croatia,New Zealand,64
201501,Overseas visitor,Arrival,Cyprus,Cyprus,New Zealand,48
201501,Overseas visitor,Arrival,Czech Republic,Czech Republic,New Zealand,576
201501,Overseas visitor,Arrival,Denmark,Denmark,New Zealand,2208
201501,Overseas visitor,Arrival,Ecuador,Ecuador,New Zealand,48
201501,Overseas visitor,Arrival,Egypt,Egypt,New Zealand,32
201501,Overseas visitor,Arrival,Estonia,Estonia,New Zealand,64
201501,Overseas visitor,Arrival,Fiji,Fiji,New Zealand,1760
201501,Overseas visitor,Arrival,Finland,Finland,New Zealand,768
201501,Overseas visitor,Arrival,France,France,New Zealand,4112
201501,Overseas visitor,Arrival,French Polynesia,French Polynesia,New Zealand,1392
201501,Overseas visitor,Arrival,Germany,Germany,New Zealand,11392
201501,Overseas visitor,Arrival,Gibraltar,Gibraltar,New Zealand,16
201501,Overseas visitor,Arrival,Greece,Greece,New Zealand,144
201501,Overseas visitor,Arrival,Guadeloupe,Guadeloupe,New Zealand,16
201501,Overseas visitor,Arrival,Guam,Guam,New Zealand,32
201501,Overseas visitor,Arrival,Hong Kong,Hong Kong,New Zealand,1936
201501,Overseas visitor,Arrival,Hungary,Hungary,New Zealand,176
201501,Overseas visitor,Arrival,Iceland,Iceland,New Zealand,32
201501,Overseas visitor,Arrival,India,India,New Zealand,3200
201501,Overseas visitor,Arrival,Indonesia,Indonesia,New Zealand,624
201501,Overseas visitor,Arrival,Iran,Iran,New Zealand,32
201501,Overseas visitor,Arrival,Iraq,Iraq,New Zealand,16
201501,Overseas visitor,Arrival,Ireland,Ireland,New Zealand,1456
201501,Overseas visitor,Arrival,Israel,Israel,New Zealand,880
201501,Overseas visitor,Arrival,Italy,Italy,New Zealand,1088
201501,Overseas visitor,Arrival,Jamaica,Jamaica,New Zealand,16
201501,Overseas visitor,Arrival,Japan,Japan,New Zealand,7472
201501,Overseas visitor,Arrival,Jordan,Jordan,New Zealand,16
201501,Overseas visitor,Arrival,Kazakhstan,Kazakhstan,New Zealand,16
201501,Overseas visitor,Arrival,Kenya,Kenya,New Zealand,32
201501,Overseas visitor,Arrival,Kiribati,Kiribati,New Zealand,32
201501,Overseas visitor,Arrival,"Korea, Republic of","Korea, Republic of",New Zealand,10112
201501,Overseas visitor,Arrival,Kuwait,Kuwait,New Zealand,48
201501,Overseas visitor,Arrival,Kyrgyzstan,Kyrgyzstan,New Zealand,16
201501,Overseas visitor,Arrival,Laos,Laos,New Zealand,32
201501,Overseas visitor,Arrival,Latvia,Latvia,New Zealand,80
201501,Overseas visitor,Arrival,Lebanon,Lebanon,New Zealand,16
201501,Overseas visitor,Arrival,Lithuania,Lithuania,New Zealand,32
201501,Overseas visitor,Arrival,Luxembourg,Luxembourg,New Zealand,64
201501,Overseas visitor,Arrival,Macau,Macau,New Zealand,80
201501,Overseas visitor,Arrival,Malaysia,Malaysia,New Zealand,1248
201501,Overseas visitor,Arrival,Maldives,Maldives,New Zealand,16
201501,Overseas visitor,Arrival,Malta,Malta,New Zealand,64
201501,Overseas visitor,Arrival,Mauritius,Mauritius,New Zealand,16
201501,Overseas visitor,Arrival,Mexico,Mexico,New Zealand,368
201501,Overseas visitor,Arrival,Moldova,Moldova,New Zealand,16
201501,Overseas visitor,Arrival,Monaco,Monaco,New Zealand,32
201501,Overseas visitor,Arrival,Mongolia,Mongolia,New Zealand,16
201501,Overseas visitor,Arrival,Morocco,Morocco,New Zealand,16
201501,Overseas visitor,Arrival,Mozambique,Mozambique,New Zealand,16
201501,Overseas visitor,Arrival,Myanmar,Myanmar,New Zealand,32
201501,Overseas visitor,Arrival,Nepal,Nepal,New Zealand,48
201501,Overseas visitor,Arrival,Netherlands,Netherlands,New Zealand,3824
201501,Overseas visitor,Arrival,New Caledonia,New Caledonia,New Zealand,3024
201501,Overseas visitor,Arrival,New Zealand,New Zealand,New Zealand,1760
201501,Overseas visitor,Arrival,Nigeria,Nigeria,New Zealand,16
201501,Overseas visitor,Arrival,Niue,Niue,New Zealand,80
201501,Overseas visitor,Arrival,Norfolk Island,Norfolk Island,New Zealand,32
201501,Overseas visitor,Arrival,Norway,Norway,New Zealand,592
201501,Overseas visitor,Arrival,Not Stated,Not Stated,New Zealand,5200
201501,Overseas visitor,Arrival,Oman,Oman,New Zealand,48
201501,Overseas visitor,Arrival,Pakistan,Pakistan,New Zealand,64
201501,Overseas visitor,Arrival,Panama,Panama,New Zealand,16
201501,Overseas visitor,Arrival,Papua New Guinea,Papua New Guinea,New Zealand,224
201501,Overseas visitor,Arrival,Paraguay,Paraguay,New Zealand,32
201501,Overseas visitor,Arrival,Peru,Peru,New Zealand,80
201501,Overseas visitor,Arrival,Philippines,Philippines,New Zealand,784
201501,Overseas visitor,Arrival,Poland,Poland,New Zealand,544
201501,Overseas visitor,Arrival,Portugal,Portugal,New Zealand,112
201501,Overseas visitor,Arrival,Qatar,Qatar,New Zealand,112
201501,Overseas visitor,Arrival,Reunion,Reunion,New Zealand,48
201501,Overseas visitor,Arrival,Romania,Romania,New Zealand,112
201501,Overseas visitor,Arrival,Russia,Russia,New Zealand,880
201501,Overseas visitor,Arrival,Samoa,Samoa,New Zealand,1024
201501,Overseas visitor,Arrival,Samoa,"Samoa, American",New Zealand,64
201501,Overseas visitor,Arrival,Saudi Arabia,Saudi Arabia,New Zealand,240
201501,Overseas visitor,Arrival,Serbia,Serbia,New Zealand,32
201501,Overseas visitor,Arrival,Seychelles,Seychelles,New Zealand,16
201501,Overseas visitor,Arrival,Singapore,Singapore,New Zealand,2208
201501,Overseas visitor,Arrival,Slovakia,Slovakia,New Zealand,176
201501,Overseas visitor,Arrival,Slovenia,Slovenia,New Zealand,64
201501,Overseas visitor,Arrival,Solomon Islands,Solomon Islands,New Zealand,160
201501,Overseas visitor,Arrival,South Africa,South Africa,New Zealand,976
201501,Overseas visitor,Arrival,Spain,Spain,New Zealand,784
201501,Overseas visitor,Arrival,Sri Lanka,Sri Lanka,New Zealand,160
201501,Overseas visitor,Arrival,Sudan,Sudan,New Zealand,16
201501,Overseas visitor,Arrival,Sweden,Sweden,New Zealand,2528
201501,Overseas visitor,Arrival,Switzerland,Switzerland,New Zealand,3088
201501,Overseas visitor,Arrival,Taiwan,Taiwan,New Zealand,3808
201501,Overseas visitor,Arrival,Tanzania,Tanzania,New Zealand,16
201501,Overseas visitor,Arrival,Thailand,Thailand,New Zealand,848
201501,Overseas visitor,Arrival,Tokelau,Tokelau,New Zealand,16
201501,Overseas visitor,Arrival,Tonga,Tonga,New Zealand,880
201501,Overseas visitor,Arrival,Turkey,Turkey,New Zealand,208
201501,Overseas visitor,Arrival,Tuvalu,Tuvalu,New Zealand,32
201501,Overseas visitor,Arrival,Uganda,Uganda,New Zealand,16
201501,Overseas visitor,Arrival,Ukraine,Ukraine,New Zealand,80
201501,Overseas visitor,Arrival,United Arab Emirates,United Arab Emirates,New Zealand,576
201501,Overseas visitor,Arrival,United Kingdom,United Kingdom,New Zealand,31536
201501,Overseas visitor,Arrival,United States,United States,New Zealand,24560
201501,Overseas visitor,Arrival,Uruguay,Uruguay,New Zealand,48
201501,Overseas visitor,Arrival,Vanuatu,Vanuatu,New Zealand,208
201501,Overseas visitor,Arrival,Venezuela,Venezuela,New Zealand,16
201501,Overseas visitor,Arrival,Viet Nam,Viet Nam,New Zealand,256
201501,Overseas visitor,Arrival,Wallis and Futuna,Wallis and Futuna,New Zealand,48
201501,Overseas visitor,Arrival,Zambia,Zambia,New Zealand,16
201501,Overseas visitor,Arrival,Zimbabwe,Zimbabwe,New Zealand,48
201501,Overseas visitor,Departure,Angola,New Zealand,Angola,52
201501,Overseas visitor,Departure,Antarctica,New Zealand,Antarctica,26
201501,Overseas visitor,Departure,Argentina,New Zealand,Argentina,364
201501,Overseas visitor,Departure,Australia,New Zealand,Australia,181350
201501,Overseas visitor,Departure,Austria,New Zealand,Austria,1248
201501,Overseas visitor,Departure,Bahrain,New Zealand,Bahrain,26
201501,Overseas visitor,Departure,Bangladesh,New Zealand,Bangladesh,78
201501,Overseas visitor,Departure,Belgium,New Zealand,Belgium,1196
201501,Overseas visitor,Departure,Benin,New Zealand,Benin,26
201501,Overseas visitor,Departure,Bermuda,New Zealand,Bermuda,52
201501,Overseas visitor,Departure,Bolivia,New Zealand,Bolivia,26
201501,Overseas visitor,Departure,Brazil,New Zealand,Brazil,2106
201501,Overseas visitor,Departure,Brunei Darussalam,New Zealand,Brunei Darussalam,182
201501,Overseas visitor,Departure,Bulgaria,New Zealand,Bulgaria,104
201501,Overseas visitor,Departure,Cambodia,New Zealand,Cambodia,156
201501,Overseas visitor,Departure,Canada,New Zealand,Canada,5928
201501,Overseas visitor,Departure,Chile,New Zealand,Chile,676
201501,Overseas visitor,Departure,China,New Zealand,China,22750
201501,Overseas visitor,Departure,Colombia,New Zealand,Colombia,130
201501,Overseas visitor,Departure,Cook Islands,New Zealand,Cook Islands,1274
201501,Overseas visitor,Departure,Croatia,New Zealand,Croatia,26
201501,Overseas visitor,Departure,Cyprus,New Zealand,Cyprus,52
201501,Overseas visitor,Departure,Czech Republic,New Zealand,Czech Republic,676
201501,Overseas visitor,Departure,Denmark,New Zealand,Denmark,1898
201501,Overseas visitor,Departure,Dominican Republic,New Zealand,Dominican Republic,26
201501,Overseas visitor,Departure,Ecuador,New Zealand,Ecuador,78
201501,Overseas visitor,Departure,Egypt,New Zealand,Egypt,52
201501,Overseas visitor,Departure,Estonia,New Zealand,Estonia,26
201501,Overseas visitor,Departure,Fiji,New Zealand,Fiji,3432
201501,Overseas visitor,Departure,Finland,New Zealand,Finland,910
201501,Overseas visitor,Departure,France,New Zealand,France,4550
201501,Overseas visitor,Departure,French Polynesia,New Zealand,French Polynesia,2080
201501,Overseas visitor,Departure,Germany,New Zealand,Germany,14612
201501,Overseas visitor,Departure,Ghana,New Zealand,Ghana,26
201501,Overseas visitor,Departure,Greece,New Zealand,Greece,234
201501,Overseas visitor,Departure,Guam,New Zealand,Guam,52
201501,Overseas visitor,Departure,Guinea,New Zealand,Guinea,26
201501,Overseas visitor,Departure,Hong Kong,New Zealand,Hong Kong,3588
201501,Overseas visitor,Departure,Hungary,New Zealand,Hungary,130
201501,Overseas visitor,Departure,Iceland,New Zealand,Iceland,78
201501,Overseas visitor,Departure,India,New Zealand,India,4420
201501,Overseas visitor,Departure,Indonesia,New Zealand,Indonesia,1898
201501,Overseas visitor,Departure,Iraq,New Zealand,Iraq,26
201501,Overseas visitor,Departure,Ireland,New Zealand,Ireland,1924
201501,Overseas visitor,Departure,Israel,New Zealand,Israel,494
201501,Overseas visitor,Departure,Italy,New Zealand,Italy,1300
201501,Overseas visitor,Departure,Japan,New Zealand,Japan,9542
201501,Overseas visitor,Departure,Kazakhstan,New Zealand,Kazakhstan,78
201501,Overseas visitor,Departure,Kenya,New Zealand,Kenya,52
201501,Overseas visitor,Departure,Kiribati,New Zealand,Kiribati,26
201501,Overseas visitor,Departure,"Korea, Republic of",New Zealand,"Korea, Republic of",8814
201501,Overseas visitor,Departure,Kuwait,New Zealand,Kuwait,52
201501,Overseas visitor,Departure,Laos,New Zealand,Laos,52
201501,Overseas visitor,Departure,Latvia,New Zealand,Latvia,78
201501,Overseas visitor,Departure,Luxembourg,New Zealand,Luxembourg,26
201501,Overseas visitor,Departure,Macau,New Zealand,Macau,78
201501,Overseas visitor,Departure,Malaysia,New Zealand,Malaysia,2080
201501,Overseas visitor,Departure,Maldives,New Zealand,Maldives,26
201501,Overseas visitor,Departure,Malta,New Zealand,Malta,52
201501,Overseas visitor,Departure,Mauritius,New Zealand,Mauritius,26
201501,Overseas visitor,Departure,Mexico,New Zealand,Mexico,572
201501,Overseas visitor,Departure,"Micronesia, Federated States of",New Zealand,"Micronesia, Federated States of",26
201501,Overseas visitor,Departure,Monaco,New Zealand,Monaco,52
201501,Overseas visitor,Departure,Mongolia,New Zealand,Mongolia,104
201501,Overseas visitor,Departure,Morocco,New Zealand,Morocco,26
201501,Overseas visitor,Departure,Mozambique,New Zealand,Mozambique,78
201501,Overseas visitor,Departure,Myanmar,New Zealand,Myanmar,26
201501,Overseas visitor,Departure,Nepal,New Zealand,Nepal,78
201501,Overseas visitor,Departure,Netherlands,New Zealand,Netherlands,3432
201501,Overseas visitor,Departure,New Caledonia,New Zealand,New Caledonia,2886
201501,Overseas visitor,Departure,New Zealand,New Zealand,New Zealand,2548
201501,Overseas visitor,Departure,Nigeria,New Zealand,Nigeria,26
201501,Overseas visitor,Departure,Niue,New Zealand,Niue,182
201501,Overseas visitor,Departure,Norfolk Island,New Zealand,Norfolk Island,26
201501,Overseas visitor,Departure,Norway,New Zealand,Norway,780
201501,Overseas visitor,Departure,Not Stated,New Zealand,Not Stated,15054
201501,Overseas visitor,Departure,Oman,New Zealand,Oman,26
201501,Overseas visitor,Departure,Pakistan,New Zealand,Pakistan,130
201501,Overseas visitor,Departure,Panama,New Zealand,Panama,26
201501,Overseas visitor,Departure,Papua New Guinea,New Zealand,Papua New Guinea,182
201501,Overseas visitor,Departure,Peru,New Zealand,Peru,52
201501,Overseas visitor,Departure,Philippines,New Zealand,Philippines,1092
201501,Overseas visitor,Departure,Poland,New Zealand,Poland,442
201501,Overseas visitor,Departure,Portugal,New Zealand,Portugal,104
201501,Overseas visitor,Departure,Puerto Rico,New Zealand,Puerto Rico,26
201501,Overseas visitor,Departure,Qatar,New Zealand,Qatar,130
201501,Overseas visitor,Departure,Reunion,New Zealand,Reunion,130
201501,Overseas visitor,Departure,Romania,New Zealand,Romania,156
201501,Overseas visitor,Departure,Russia,New Zealand,Russia,1430
201501,Overseas visitor,Departure,Samoa,New Zealand,Samoa,2678
201501,Overseas visitor,Departure,Samoa,New Zealand,"Samoa, American",156
201501,Overseas visitor,Departure,Saudi Arabia,New Zealand,Saudi Arabia,286
201501,Overseas visitor,Departure,Senegal,New Zealand,Senegal,26
201501,Overseas visitor,Departure,Singapore,New Zealand,Singapore,4316
201501,Overseas visitor,Departure,Slovakia,New Zealand,Slovakia,156
201501,Overseas visitor,Departure,Slovenia,New Zealand,Slovenia,52
201501,Overseas visitor,Departure,Solomon Islands,New Zealand,Solomon Islands,130
201501,Overseas visitor,Departure,South Africa,New Zealand,South Africa,3770
201501,Overseas visitor,Departure,South Sudan,New Zealand,South Sudan,26
201501,Overseas visitor,Departure,Spain,New Zealand,Spain,1040
201501,Overseas visitor,Departure,Sri Lanka,New Zealand,Sri Lanka,468
201501,Overseas visitor,Departure,Sweden,New Zealand,Sweden,3068
201501,Overseas visitor,Departure,Switzerland,New Zealand,Switzerland,3666
201501,Overseas visitor,Departure,Taiwan,New Zealand,Taiwan,2964
201501,Overseas visitor,Departure,Thailand,New Zealand,Thailand,1430
201501,Overseas visitor,Departure,Timor-Leste,New Zealand,Timor-Leste,52
201501,Overseas visitor,Departure,Tokelau,New Zealand,Tokelau,52
201501,Overseas visitor,Departure,Tonga,New Zealand,Tonga,2652
201501,Overseas visitor,Departure,Tunisia,New Zealand,Tunisia,26
201501,Overseas visitor,Departure,Turkey,New Zealand,Turkey,182
201501,Overseas visitor,Departure,Tuvalu,New Zealand,Tuvalu,52
201501,Overseas visitor,Departure,Ukraine,New Zealand,Ukraine,104
201501,Overseas visitor,Departure,United Arab Emirates,New Zealand,United Arab Emirates,884
201501,Overseas visitor,Departure,United Kingdom,New Zealand,United Kingdom,33202
201501,Overseas visitor,Departure,United States,New Zealand,United States,30680
201501,Overseas visitor,Departure,Uruguay,New Zealand,Uruguay,52
201501,Overseas visitor,Departure,Vanuatu,New Zealand,Vanuatu,416
201501,Overseas visitor,Departure,Venezuela,New Zealand,Venezuela,26
201501,Overseas visitor,Departure,Viet Nam,New Zealand,Viet Nam,364
201501,Overseas visitor,Departure,"Virgin Islands, British",New Zealand,"Virgin Islands, British",26
201501,Overseas visitor,Departure,Zambia,New Zealand,Zambia,52
201501,Overseas visitor,Departure,Zimbabwe,New Zealand,Zimbabwe,78
201501,NZ resident,Departure,Afghanistan,New Zealand,Afghanistan,20
201501,NZ resident,Departure,Albania,New Zealand,Albania,20
201501,NZ resident,Departure,Angola,New Zealand,Angola,20
201501,NZ resident,Departure,Antarctica,New Zealand,Antarctica,40
201501,NZ resident,Departure,Argentina,New Zealand,Argentina,140
201501,NZ resident,Departure,Australia,New Zealand,Australia,67420
201501,NZ resident,Departure,Austria,New Zealand,Austria,20
201501,NZ resident,Departure,Bahamas,New Zealand,Bahamas,40
201501,NZ resident,Departure,Bangladesh,New Zealand,Bangladesh,40
201501,NZ resident,Departure,Belgium,New Zealand,Belgium,20
201501,NZ resident,Departure,Brazil,New Zealand,Brazil,120
201501,NZ resident,Departure,Brunei Darussalam,New Zealand,Brunei Darussalam,20
201501,NZ resident,Departure,Bulgaria,New Zealand,Bulgaria,20
201501,NZ resident,Departure,Cambodia,New Zealand,Cambodia,580
201501,NZ resident,Departure,Canada,New Zealand,Canada,1720
201501,NZ resident,Departure,Chile,New Zealand,Chile,180
201501,NZ resident,Departure,China,New Zealand,China,5000
201501,NZ resident,Departure,Colombia,New Zealand,Colombia,40
201501,NZ resident,Departure,Cook Islands,New Zealand,Cook Islands,3420
201501,NZ resident,Departure,Costa Rica,New Zealand,Costa Rica,40
201501,NZ resident,Departure,Cuba,New Zealand,Cuba,20
201501,NZ resident,Departure,Ecuador,New Zealand,Ecuador,40
201501,NZ resident,Departure,Egypt,New Zealand,Egypt,80
201501,NZ resident,Departure,El Salvador,New Zealand,El Salvador,20
201501,NZ resident,Departure,Eritrea,New Zealand,Eritrea,20
201501,NZ resident,Departure,Fiji,New Zealand,Fiji,7400
201501,NZ resident,Departure,France,New Zealand,France,500
201501,NZ resident,Departure,French Polynesia,New Zealand,French Polynesia,320
201501,NZ resident,Departure,Germany,New Zealand,Germany,560
201501,NZ resident,Departure,Greece,New Zealand,Greece,40
201501,NZ resident,Departure,Guatemala,New Zealand,Guatemala,20
201501,NZ resident,Departure,Honduras,New Zealand,Honduras,40
201501,NZ resident,Departure,Hong Kong,New Zealand,Hong Kong,920
201501,NZ resident,Departure,Hungary,New Zealand,Hungary,60
201501,NZ resident,Departure,India,New Zealand,India,5780
201501,NZ resident,Departure,Indonesia,New Zealand,Indonesia,1540
201501,NZ resident,Departure,Iran,New Zealand,Iran,40
201501,NZ resident,Departure,Ireland,New Zealand,Ireland,180
201501,NZ resident,Departure,Israel,New Zealand,Israel,40
201501,NZ resident,Departure,Italy,New Zealand,Italy,400
201501,NZ resident,Departure,Jamaica,New Zealand,Jamaica,20
201501,NZ resident,Departure,Japan,New Zealand,Japan,1880
201501,NZ resident,Departure,Jordan,New Zealand,Jordan,20
201501,NZ resident,Departure,Kazakhstan,New Zealand,Kazakhstan,20
201501,NZ resident,Departure,Kiribati,New Zealand,Kiribati,40
201501,NZ resident,Departure,"Korea, Republic of",New Zealand,"Korea, Republic of",740
201501,NZ resident,Departure,Laos,New Zealand,Laos,60
201501,NZ resident,Departure,Macau,New Zealand,Macau,20
201501,NZ resident,Departure,Malawi,New Zealand,Malawi,20
201501,NZ resident,Departure,Malaysia,New Zealand,Malaysia,1200
201501,NZ resident,Departure,Mauritius,New Zealand,Mauritius,80
201501,NZ resident,Departure,Mexico,New Zealand,Mexico,120
201501,NZ resident,Departure,Monaco,New Zealand,Monaco,20
201501,NZ resident,Departure,Mozambique,New Zealand,Mozambique,20
201501,NZ resident,Departure,Myanmar,New Zealand,Myanmar,120
201501,NZ resident,Departure,Nauru,New Zealand,Nauru,80
201501,NZ resident,Departure,Nepal,New Zealand,Nepal,80
201501,NZ resident,Departure,Netherlands,New Zealand,Netherlands,160
201501,NZ resident,Departure,New Caledonia,New Zealand,New Caledonia,380
201501,NZ resident,Departure,Niue,New Zealand,Niue,220
201501,NZ resident,Departure,Norfolk Island,New Zealand,Norfolk Island,300
201501,NZ resident,Departure,Not Stated,New Zealand,Not Stated,3020
201501,NZ resident,Departure,Oman,New Zealand,Oman,60
201501,NZ resident,Departure,Pakistan,New Zealand,Pakistan,80
201501,NZ resident,Departure,Papua New Guinea,New Zealand,Papua New Guinea,520
201501,NZ resident,Departure,Peru,New Zealand,Peru,20
201501,NZ resident,Departure,Philippines,New Zealand,Philippines,1200
201501,NZ resident,Departure,Poland,New Zealand,Poland,20
201501,NZ resident,Departure,Portugal,New Zealand,Portugal,20
201501,NZ resident,Departure,Qatar,New Zealand,Qatar,20
201501,NZ resident,Departure,Russia,New Zealand,Russia,60
201501,NZ resident,Departure,Samoa,New Zealand,Samoa,4000
201501,NZ resident,Departure,Saudi Arabia,New Zealand,Saudi Arabia,80
201501,NZ resident,Departure,Sierra Leone,New Zealand,Sierra Leone,20
201501,NZ resident,Departure,Singapore,New Zealand,Singapore,1460
201501,NZ resident,Departure,Slovakia,New Zealand,Slovakia,20
201501,NZ resident,Departure,Solomon Islands,New Zealand,Solomon Islands,60
201501,NZ resident,Departure,Somalia,New Zealand,Somalia,20
201501,NZ resident,Departure,South Africa,New Zealand,South Africa,820
201501,NZ resident,Departure,Spain,New Zealand,Spain,120
201501,NZ resident,Departure,Sri Lanka,New Zealand,Sri Lanka,320
201501,NZ resident,Departure,St Maarten (Dutch Part),New Zealand,St Maarten (Dutch Part),20
201501,NZ resident,Departure,Sweden,New Zealand,Sweden,40
201501,NZ resident,Departure,Switzerland,New Zealand,Switzerland,180
201501,NZ resident,Departure,Taiwan,New Zealand,Taiwan,940
201501,NZ resident,Departure,Thailand,New Zealand,Thailand,1940
201501,NZ resident,Departure,Timor-Leste,New Zealand,Timor-Leste,20
201501,NZ resident,Departure,Tonga,New Zealand,Tonga,1620
201501,NZ resident,Departure,Turkey,New Zealand,Turkey,40
201501,NZ resident,Departure,Tuvalu,New Zealand,Tuvalu,20
201501,NZ resident,Departure,United Arab Emirates,New Zealand,United Arab Emirates,480
201501,NZ resident,Departure,United Kingdom,New Zealand,United Kingdom,2500
201501,NZ resident,Departure,United States,New Zealand,United States,9840
201501,NZ resident,Departure,Uruguay,New Zealand,Uruguay,20
201501,NZ resident,Departure,Vanuatu,New Zealand,Vanuatu,680
201501,NZ resident,Departure,Venezuela,New Zealand,Venezuela,20
201501,NZ resident,Departure,Viet Nam,New Zealand,Viet Nam,1000
201501,NZ resident,Departure,Zimbabwe,New Zealand,Zimbabwe,20
201501,PLT,Arrival,Afghanistan,Afghanistan,New Zealand,19
201501,PLT,Arrival,Algeria,Algeria,New Zealand,1
201501,PLT,Arrival,Antigua and Barbuda,Antigua and Barbuda,New Zealand,1
201501,PLT,Arrival,Argentina,Argentina,New Zealand,34
201501,PLT,Arrival,Australia,Australia,New Zealand,2703
201501,PLT,Arrival,Austria,Austria,New Zealand,13
201501,PLT,Arrival,Bahamas,Bahamas,New Zealand,2
201501,PLT,Arrival,Bahrain,Bahrain,New Zealand,2
201501,PLT,Arrival,Bangladesh,Bangladesh,New Zealand,16
201501,PLT,Arrival,Belarus,Belarus,New Zealand,1
201501,PLT,Arrival,Belgium,Belgium,New Zealand,33
201501,PLT,Arrival,Bolivia,Bolivia,New Zealand,3
201501,PLT,Arrival,Botswana,Botswana,New Zealand,3
201501,PLT,Arrival,Brazil,Brazil,New Zealand,55
201501,PLT,Arrival,Brunei Darussalam,Brunei Darussalam,New Zealand,8
201501,PLT,Arrival,Cambodia,Cambodia,New Zealand,22
201501,PLT,Arrival,Cameroon,Cameroon,New Zealand,2
201501,PLT,Arrival,Canada,Canada,New Zealand,224
201501,PLT,Arrival,Cayman Islands,Cayman Islands,New Zealand,4
201501,PLT,Arrival,Chile,Chile,New Zealand,31
201501,PLT,Arrival,China,China,New Zealand,1391
201501,PLT,Arrival,Colombia,Colombia,New Zealand,10
201501,PLT,Arrival,Cook Islands,Cook Islands,New Zealand,39
201501,PLT,Arrival,Costa Rica,Costa Rica,New Zealand,4
201501,PLT,Arrival,Croatia,Croatia,New Zealand,8
201501,PLT,Arrival,Czech Republic,Czech Republic,New Zealand,32
201501,PLT,Arrival,Denmark,Denmark,New Zealand,16
201501,PLT,Arrival,Ecuador,Ecuador,New Zealand,4
201501,PLT,Arrival,Egypt,Egypt,New Zealand,49
201501,PLT,Arrival,Eritrea,Eritrea,New Zealand,1
201501,PLT,Arrival,Estonia,Estonia,New Zealand,3
201501,PLT,Arrival,Ethiopia,Ethiopia,New Zealand,1
201501,PLT,Arrival,Fiji,Fiji,New Zealand,139
201501,PLT,Arrival,Finland,Finland,New Zealand,22
201501,PLT,Arrival,Former Yugoslav Republic of Macedonia (FYROM),Former Yugoslav Republic of Macedonia (FYROM),New Zealand,1
201501,PLT,Arrival,France,France,New Zealand,418
201501,PLT,Arrival,French Polynesia,French Polynesia,New Zealand,7
201501,PLT,Arrival,Gabon,Gabon,New Zealand,1
201501,PLT,Arrival,Gaza Strip/Palestine/West Bank,Gaza Strip/Palestine/West Bank,New Zealand,1
201501,PLT,Arrival,Germany,Germany,New Zealand,305
201501,PLT,Arrival,Ghana,Ghana,New Zealand,7
201501,PLT,Arrival,Greece,Greece,New Zealand,6
201501,PLT,Arrival,Guam,Guam,New Zealand,1
201501,PLT,Arrival,Guatemala,Guatemala,New Zealand,1
201501,PLT,Arrival,Guyana,Guyana,New Zealand,1
201501,PLT,Arrival,Honduras,Honduras,New Zealand,3
201501,PLT,Arrival,Hong Kong,Hong Kong,New Zealand,189
201501,PLT,Arrival,Hungary,Hungary,New Zealand,14
201501,PLT,Arrival,Iceland,Iceland,New Zealand,1
201501,PLT,Arrival,India,India,New Zealand,1244
201501,PLT,Arrival,Indonesia,Indonesia,New Zealand,80
201501,PLT,Arrival,Iran,Iran,New Zealand,23
201501,PLT,Arrival,Iraq,Iraq,New Zealand,9
201501,PLT,Arrival,Ireland,Ireland,New Zealand,135
201501,PLT,Arrival,Israel,Israel,New Zealand,21
201501,PLT,Arrival,Italy,Italy,New Zealand,51
201501,PLT,Arrival,Jamaica,Jamaica,New Zealand,3
201501,PLT,Arrival,Japan,Japan,New Zealand,289
201501,PLT,Arrival,Jordan,Jordan,New Zealand,12
